#												
#   VizieR Astronomical Server vizier.cds.unistra.fr												
#    Date: 2024-01-15T10:49:27 [V7.32.7]												
"#   In case of problem, please report to:	cds-question@unistra.fr"												
#												
#												
"#Coosys	J2000:	eq_FK5 J2000"												
"#INFO	protocol=ASU	"												
"#INFO	request_date=2024-01-15T10:49:27	"												
"#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	"												
#-oc.form=dec												
#-out.max=unlimited												
#-order=I												
#-out.src=J/AJ/156/84/table3												
#-nav=cat:J/AJ/156/84&tab:{J/AJ/156/84/table3}&key:source=J/AJ/156/84/table3&HTTPPRM:&&-ref=VIZ65a50354723d6&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Group&-out=RAJ2000&-out=DEJ2000&-out=VR&-out=VRA&-out=VDE&-out=HRV&-out=Plx&-out=Age-CMD&-out=Age-HR&-out=Nstars&-out=NAPOGEE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/AJ/156/84/table3												
#-c.eq=J2000												
#-c.r=  2												
#-c.u=arcmin												
#-c.geom=r												
#-source=J/AJ/156/84/table3												
#-out=Group												
#-out=RAJ2000												
#-out=DEJ2000												
#-out=VR												
#-out=VRA												
#-out=VDE												
#-out=HRV												
#-out=Plx												
#-out=Age-CMD												
#-out=Age-HR												
#-out=Nstars												
#-out=NAPOGEE												
#												
"#INFO	contact=cds-question@unistra.fr	"												
"#INFO	version=7.32.7	"												
"#INFO	-out.max=unlimited	"												
												
#RESOURCE=yCat_51560084												
#Name: J/AJ/156/84												
#Title: APOGEE-2 survey of Orion Complex. II. (Kounkel+, 2018)												
"#INFO	ivoid=ivo://cds.vizier/j/aj/156/84	"												
"#INFO	publisher=CDS	"												
"#INFO	creator=Kounkel M.	"												
"#INFO	related_resource=bibcode:2018AJ....156...84K	"												
"#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/156/84	"												
"#INFO	publication_id=doi:10.26093/cds/vizier.51560084	"												
"#INFO	publication_date=2020-05-04	"												
"#INFO	curation_level=RESEARCH	"												
"#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	"												
"#Table	J_AJ_156_84_table3:"												
#Name: J/AJ/156/84/table3												
#Title: Identified groups and their properties												
"#Column	Group	(a12)	Stellar group in Orion	[ucd=meta.id.parent]"												
"#Column	RAJ2000	(F18.14)	Mean group Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra"	meta.main]											
"#Column	DEJ2000	(F21.17)	Mean group Declination in decimal degrees (J2000)	[ucd=pos.eq.dec"	meta.main]											
"#Column	VR	(F9.6)	[-0.855298/15.4463]? Mean group space velocity in radial direction relative to LSR	[ucd=pos.dirCos"	stat.mean]											
"#Column	VRA	(F11.8)	[-3.38991/2.69296] Mean group space velocity, in RA relative to LSR	[ucd=phys.veloc]"												
"#Column	VDE	(F9.6)	[0.378125/5.53187] Mean group space velocity, in DE relative to LSR	[ucd=phys.veloc]"												
"#Column	HRV	(F7.4)	[15.8466/37.6226]? Mean group space velocity in radial direction relative to heliocenter	[ucd=pos.dirCos"	stat.mean]											
"#Column	Plx	(F8.5)	[2.1517/3.5666] Mean group parallax	[ucd=pos.parallax"	stat.mean]											
"#Column	Age-CMD	(F9.6)	[0.501/18.2]? Mean group age, Color-Magnitude diagram	[ucd=time.age"	stat.mean]											
"#Column	Age-HR	(F9.6)	[0.35345/15.07]? Mean group age, HR diagram	[ucd=time.age"	stat.mean]											
"#Column	Nstars	(I3)	[10/297] Number of stars in Group	[ucd=meta.number]"												
"#Column	NAPOGEE	(I3)	[0/136]? Group members with APOGEE spectra	[ucd=meta.number]"												
Group	RAJ2000	DEJ2000	VR	VRA	VDE	HRV	Plx	Age-CMD	Age-HR	Nstars	NAPOGEE	
 	deg	deg	km/s	mas/yr	mas/yr	km/s	mas	Myr	Myr	 		
------------	------------------	---------------------	---------	-----------	---------	-------	--------	---------	---------	---	---	
l1641N-1    	083.70438251039000	-06.75509820725318022	 7.418070	 0.36119000	 2.579310	24.7065	 2.57180	 3.470000	 2.177000	104	29	
l1641N-2    	084.60850524902339	-06.97102594375609996	 4.244110	-0.53362900	 1.990310	21.6679	 2.43620	 0.794000	 2.116500	25	15	
l1641N-3    	083.84680174128700	-06.44514857098652971	 3.792440	 0.17617700	 3.378270	21.0864	 2.53885	 3.020000	 5.202500	16	6	
